Area,Status,Floor,Transaction,Furnishing,Car Parking,Bathroom,Balcony,price,BHK_type,Address,Type,luxury_type
980.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,3.0,3.4,3,Malad East Mumbai,Apartment,semi luxury
1150.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,6.0,3.6,3,Ghatkopar East Mumbai,Apartment,semi luxury
740.0,Ready to Move,medium level,Resale,Furnished,1 Covered,2.0,1.0,2.7,3,Kandivali East Mumbai,Apartment,semi luxury
1380.0,Under Construction,high level,New Property,Semi-Furnished,2 Covered,3.0,2.0,7.5,3,Powai Mumbai,Apartment,semi luxury
992.0,Under Construction,low level,Resale,Unfurnished,1 Covered,4.0,6.0,3.6,3,Chembur Mumbai,Apartment,semi luxury
1084.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,3.0,1.0,4.1,3,Goregaon West Mumbai,Apartment,luxury
1370.0,Ready to Move,high level,Resale,Furnished,Unknown,3.0,1.0,6.8,3,Powai Mumbai,Apartment,semi luxury
1395.0,Under Construction,medium level,New Property,Semi-Furnished,1 Covered,3.0,1.0,5.3,3,Andheri East Mumbai,Apartment,semi luxury
1275.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,3.0,6.0,3,Prabhadevi Mumbai,Apartment,non luxury
753.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,1.0,2.4,3,Mulund West Mumbai,Apartment,luxury
1200.0,Ready to Move,medium level,New Property,Unfurnished,2 Covered,3.0,2.0,7.5,3,Vile Parle West Mumbai,Apartment,semi luxury
1200.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,3.0,2.0,3.89,3,Kandivali West Mumbai,Apartment,luxury
1350.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,4.0,2.0,8.5,3,Worli Mumbai,Apartment,luxury
1200.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,1.0,4.4,3,Andheri East Mumbai,Apartment,semi luxury
1200.0,Ready to Move,medium level,Resale,Unfurnished,2 Covered,3.0,4.0,3.99,3,BandraKurla Complex Mumbai,Apartment,semi luxury
1080.0,Under Construction,medium level,New Property,Semi-Furnished,Covered,4.0,2.0,7.02,3,Mumbai,Apartment,semi luxury
1045.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,6.0,4.55,3,Borivali East Mumbai,Apartment,luxury
1179.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,1.0,5.75,3,Andheri West Mumbai,Apartment,luxury
1250.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,3.0,1.0,6.5,3,Vile Parle West Mumbai,Apartment,semi luxury
1300.0,Ready to Move,medium level,Resale,Furnished,2 Covered,3.0,1.0,5.25,3,Bandra East Mumbai,Apartment,semi luxury
1100.0,Ready to Move,high level,Resale,Furnished,Unknown,3.0,1.0,5.3,3,Andheri West Mumbai,Apartment,luxury
1007.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,2.0,5.0,4.85,3,Andheri West Mumbai,Apartment,semi luxury
1379.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,3.0,3.25,3,Andheri East Mumbai,Apartment,semi luxury
1100.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,3.0,3.0,4.96,3,Wadala East Mumbai,Apartment,semi luxury
1276.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,4.0,4.55,3,Wadala Mumbai,Apartment,semi luxury
975.0,Ready to Move,medium level,New Property,Semi-Furnished,2 Covered,3.0,6.0,3.7,3,Chembur East Mumbai,Apartment,semi luxury
935.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,6.0,3.0,3,Borivali West Mumbai,Apartment,semi luxury
1368.0,Ready to Move,high level,New Property,Unfurnished,Unknown,3.0,5.0,7.5,3,Borivali East Mumbai,Apartment,luxury
1200.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,5.0,4.5,3,Andheri West Mumbai,Apartment,luxury
1431.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,3.0,3.0,3.6,3,Andheri West Mumbai,Apartment,semi luxury
1079.0,Under Construction,medium level,New Property,Unfurnished,2 Covered,3.0,2.0,6.5,3,Santacruz West Mumbai,Apartment,semi luxury
850.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,2.0,1.0,3.09,3,Goregaon West Mumbai,Apartment,semi luxury
900.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,2.0,3.65,3,Central Mumbai,Apartment,semi luxury
950.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,3.0,1.88,3,Mumbai,Apartment,semi luxury
1031.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,1.0,3.4,3,Mumbai,Apartment,semi luxury
812.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,3.0,1.85,3,Kandivali West Mumbai,Apartment,semi luxury
1155.0,Ready to Move,high level,Resale,Furnished,2 Covered,3.0,4.0,3.6,3,Malad East Mumbai,Apartment,luxury
1150.0,Under Construction,medium level,New Property,Unfurnished,2 Covered,3.0,3.0,6.9,3,Khar West Mumbai,Apartment,semi luxury
840.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,1.0,3.07,3,Kandivali East Mumbai,Apartment,luxury
790.0,Under Construction,high level,New Property,Unfurnished,1 Covered,3.0,3.0,2.2,3,Kandivali West Mumbai,Apartment,semi luxury
990.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,1.0,2.58,3,Kandivali East Mumbai,Apartment,semi luxury
900.0,Ready to Move,high level,New Property,Unfurnished,1 Covered,3.0,5.0,3.3,3,Parel Mumbai,Apartment,semi luxury
1150.0,Ready to Move,high level,Resale,Unfurnished,2 Open,3.0,3.0,4.65,3,Ghatkopar East Mumbai,Apartment,luxury
1100.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,2.0,3.5,3,Kandivali West Mumbai,Apartment,semi luxury
1610.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,6.0,14.25,3,Colaba Mumbai,Apartment,luxury
1197.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,6.0,7.4,3,Worli Mumbai,Apartment,semi luxury
1250.0,Ready to Move,low level,Resale,Furnished,2 Covered,3.0,6.0,3.5,3,Goregaon East Mumbai,Apartment,semi luxury
1715.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,3.0,2.95,3,Mumbai,Apartment,semi luxury
1500.0,Ready to Move,medium level,Resale,Unfurnished,2 Covered,3.0,2.0,9.5,3,Santacruz West Mumbai,Apartment,semi luxury
1125.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,3.0,4.9,3,Mumbai,Apartment,semi luxury
1125.0,Ready to Move,low level,New Property,Unfurnished,1 Open,3.0,4.0,3.35,3,Malad West Mumbai,Apartment,semi luxury
985.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,2.0,1.0,2.95,3,Kanjurmarg West Mumbai,Apartment,semi luxury
1132.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,3.0,3.0,4.25,3,Kandivali West Mumbai,Apartment,semi luxury
840.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,4.0,3.35,3,Borivali West Mumbai,Apartment,luxury
838.0,Ready to Move,medium level,New Property,Unfurnished,1 Covered,3.0,3.0,3.56,3,Vile Parle East Mumbai,Apartment,semi luxury
1275.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,1.0,4.6,3,Goregaon West Mumbai,Apartment,semi luxury
1007.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,3.0,5.0,3.25,3,Borivali East Mumbai,Apartment,semi luxury
1081.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,2.0,4.5,3,Goregaon East Mumbai,Apartment,luxury
1135.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,3.0,6.0,3,Lower Parel Mumbai,Apartment,semi luxury
750.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,2.0,3.25,3,Andheri West Mumbai,Apartment,semi luxury
805.0,Under Construction,medium level,New Property,Semi-Furnished,1 Covered,2.0,6.0,1.71,3,Bhandup West Mumbai,Apartment,luxury
1210.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,3.0,3.0,3.6,3,Kanjurmarg West Mumbai,Apartment,semi luxury
1100.0,Ready to Move,low level,Resale,Unfurnished,2 Covered,4.0,3.0,5.2,3,Vikhroli East Mumbai,Apartment,semi luxury
905.0,Ready to Move,high level,Resale,Furnished,Unknown,3.0,3.0,3.5,3,Ghatkopar West Mumbai,Apartment,semi luxury
979.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,1.0,2.8,3,Chembur Mumbai,Apartment,semi luxury
1013.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,3.0,3.0,3.65,3,Ghatkopar East Mumbai,Apartment,semi luxury
1337.0,Under Construction,medium level,Resale,Unfurnished,Unknown,4.0,3.0,5.5,3,Matunga West Mumbai,Apartment,semi luxury
2200.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,3.0,1.0,18.0,3,Vile Parle West Mumbai,Apartment,semi luxury
1250.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,4.0,6.5,3,Santacruz West Mumbai,Apartment,semi luxury
1350.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,2.0,7.25,3,Goregaon East Mumbai,Apartment,luxury
1000.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,2.0,2.35,3,Kandivali East Mumbai,Apartment,non luxury
814.0,Under Construction,high level,New Property,Unfurnished,1 Covered,3.0,4.0,1.95,3,Jogeshwari West Mumbai,Apartment,luxury
1059.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,4.0,3.0,3,Mulund West Mumbai,Apartment,semi luxury
1386.0,Ready to Move,high level,New Property,Unfurnished,Unknown,3.0,4.0,1.4,3,Mira Road Mumbai,Apartment,luxury
1083.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,3.0,1.0,3.25,3,Kanjurmarg East Mumbai,Apartment,luxury
1163.0,Under Construction,medium level,New Property,Semi-Furnished,1 Covered,3.0,1.0,4.14,3,Byculla East Mumbai,Apartment,luxury
1320.0,Ready to Move,medium level,Resale,Furnished,2 Covered,3.0,3.0,5.0,3,Mumbai,Apartment,semi luxury
1300.0,Ready to Move,high level,Resale,Furnished,1 Covered,3.0,3.0,3.5,3,Mumbai,Apartment,semi luxury
1000.0,Ready to Move,medium level,Resale,Furnished,2 Covered,3.0,4.0,3.3,3,Kandivali East Mumbai,Apartment,semi luxury
1100.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,1.0,5.11,3,Santacruz West Mumbai,Apartment,semi luxury
1139.0,Ready to Move,low level,Resale,Unfurnished,Unknown,3.0,6.0,3.1,3,Borivali East Mumbai,Apartment,semi luxury
1675.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,5.0,15.0,3,Bandra West Mumbai,Apartment,semi luxury
950.0,Ready to Move,medium level,Resale,Furnished,1 Open,3.0,6.0,4.5,3,Andheri West Mumbai,Apartment,semi luxury
1150.0,Ready to Move,low level,Resale,Semi-Furnished,1 Open,3.0,6.0,2.8,3,Kandivali East Mumbai,Apartment,semi luxury
1200.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,4.0,5.11,3,Vile Parle East Mumbai,House,semi luxury
1222.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,3.0,1.0,7.45,3,Vile Parle West Mumbai,Apartment,semi luxury
1385.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,3.0,3.0,5.49,3,Andheri West Mumbai,Apartment,semi luxury
1330.0,Ready to Move,medium level,Resale,Unfurnished,2 Covered,3.0,4.0,4.51,3,Andheri West Mumbai,Apartment,semi luxury
1020.0,Ready to Move,high level,Resale,Furnished,1 Covered,2.0,5.0,7.14,3,Mahim Mumbai,Apartment,semi luxury
800.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,1.0,2.75,3,Andheri West Mumbai,Apartment,semi luxury
1118.0,Ready to Move,high level,New Property,Furnished,2 Covered,3.0,5.0,4.31,3,Andheri West Mumbai,Apartment,semi luxury
1705.0,Ready to Move,high level,Resale,Unfurnished,Unknown,4.0,4.0,7.99,3,Worli Mumbai,Apartment,luxury
1050.0,Ready to Move,low level,Resale,Semi-Furnished,1 Covered,3.0,1.0,3.65,3,Goregaon West Mumbai,Apartment,semi luxury
875.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,2.0,2.45,3,Mumbai,Apartment,non luxury
1125.0,Under Construction,high level,New Property,Unfurnished,1 Covered,4.0,3.0,5.28,3,Charni Road Mumbai,Apartment,semi luxury
1100.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,4.0,3.5,3,Mumbai,Apartment,semi luxury
1100.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,4.0,5.0,3,Mumbai,House,non luxury
1050.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,3.0,6.0,3,Prabhadevi Mumbai,Apartment,semi luxury
1080.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,3.0,7.5,3,Bandra West Mumbai,Apartment,semi luxury
1180.0,Under Construction,high level,New Property,Semi-Furnished,2 Covered,4.0,1.0,5.9,3,Mahim Mumbai,Apartment,non luxury
1404.0,Under Construction,low level,New Property,Semi-Furnished,1 Covered,3.0,6.0,8.34,3,Mazgaon Mumbai,Apartment,non luxury
950.0,Ready to Move,low level,Resale,Unfurnished,Unknown,3.0,4.0,2.4,3,Santacruz East Mumbai,Apartment,semi luxury
1095.0,Ready to Move,high level,New Property,Unfurnished,1 Covered,4.0,2.0,2.97,3,Mumbai,Apartment,luxury
1200.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,3.0,3.0,2.5,3,Wadala Mumbai,Apartment,semi luxury
1123.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,6.0,4.75,3,Prabhadevi Mumbai,Apartment,semi luxury
1386.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,3.0,5.7,3,Andheri East Mumbai,Apartment,non luxury
1050.0,Ready to Move,low level,Resale,Unfurnished,Unknown,3.0,1.0,3.25,3,Mumbai,Apartment,semi luxury
1186.0,Ready to Move,high level,New Property,Unfurnished,Unknown,3.0,1.0,5.5,3,Andheri West Mumbai,Apartment,luxury
1110.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,1.0,3.4,3,Kandivali East Mumbai,Apartment,semi luxury
1265.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,3.0,2.0,3.8,3,Chembur East Mumbai,Apartment,semi luxury
1265.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,1.0,5.9,3,Andheri West Mumbai,Apartment,semi luxury
1058.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,3.0,3.0,4.0,3,Goregaon East Mumbai,Apartment,semi luxury
1519.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,4.0,6.0,2.5,3,Mira Bhayandar Mumbai,Apartment,luxury
916.0,Ready to Move,high level,New Property,Unfurnished,1 Covered,3.0,3.0,2.4,3,Borivali West Mumbai,Apartment,semi luxury
2100.0,Ready to Move,high level,New Property,Unfurnished,2 Covered,2.0,3.0,18.19,3,Lower Parel Mumbai,Apartment,non luxury
1122.0,Under Construction,high level,New Property,Unfurnished,Covered,3.0,5.0,3.54,3,Wadala Mumbai,Apartment,luxury
1365.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,6.0,3.35,3,Mulund West Mumbai,Apartment,luxury
1094.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,1.0,4.7,3,Borivali East Mumbai,Apartment,semi luxury
1500.0,Ready to Move,high level,Resale,Furnished,Unknown,5.0,1.0,9.0,3,Prabhadevi Mumbai,Apartment,semi luxury
1378.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,1.0,5.0,3,Borivali East Mumbai,Apartment,luxury
1200.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,4.0,1.0,6.0,3,Vile Parle East Mumbai,Apartment,semi luxury
985.0,Under Construction,high level,New Property,Unfurnished,Unknown,3.0,1.0,2.52,3,Mulund East Mumbai,Apartment,semi luxury
1335.0,Under Construction,high level,Resale,Furnished,2 Covered,4.0,2.0,8.75,3,Prabhadevi Mumbai,Apartment,semi luxury
975.0,Under Construction,high level,New Property,Unfurnished,Unknown,3.0,1.0,3.35,3,Mulund West Mumbai,Apartment,luxury
1121.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,3.0,4.0,3.74,3,Andheri East Mumbai,Apartment,semi luxury
1060.0,Under Construction,high level,Resale,Unfurnished,2 Covered,3.0,1.0,4.75,3,Kandivali East Mumbai,Apartment,semi luxury
900.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,2.95,3,Mumbai,Apartment,semi luxury
2195.0,Ready to Move,high level,Resale,Furnished,2 Covered,4.0,3.0,13.5,3,Lower Parel Mumbai,Apartment,semi luxury
1100.0,Ready to Move,high level,New Property,Semi-Furnished,1 Covered,3.0,1.0,7.0,3,Mahim Mumbai,Apartment,semi luxury
1000.0,Ready to Move,low level,Resale,Unfurnished,1 Open,2.0,1.0,6.5,3,Goregaon West Mumbai,House,semi luxury
1132.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,1.0,5.6,3,Borivali East Mumbai,Apartment,luxury
850.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,2.0,5.0,2.5,3,Mulund East Mumbai,Apartment,semi luxury
1125.0,Ready to Move,low level,Resale,Unfurnished,Unknown,3.0,3.0,3.2,3,Malad West Mumbai,Apartment,semi luxury
1180.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,6.0,5.25,3,Goregaon West Mumbai,Apartment,luxury
975.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,6.0,3.65,3,Mumbai,Apartment,semi luxury
1100.0,Ready to Move,low level,Resale,Semi-Furnished,1 Open,3.0,4.0,4.51,3,Andheri West Mumbai,Apartment,semi luxury
1081.0,Ready to Move,high level,Resale,Semi-Furnished,1 Open,3.0,1.0,4.0,3,Goregaon East Mumbai,Apartment,semi luxury
800.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,6.0,2.15,3,Kanjurmarg East Mumbai,Apartment,semi luxury
1190.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,4.0,9.7,3,Worli Mumbai,Apartment,semi luxury
1108.0,Under Construction,high level,Resale,Unfurnished,Unknown,3.0,3.0,3.72,3,Chembur Mumbai,Apartment,semi luxury
1191.0,Under Construction,high level,Resale,Unfurnished,Unknown,3.0,4.0,4.05,3,Borivali West Mumbai,Apartment,luxury
850.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,3.0,6.0,2.75,3,Kanjurmarg East Mumbai,Apartment,luxury
985.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,1.0,5.0,3,Mumbai,Apartment,non luxury
1332.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,3.0,3.65,3,Mulund West Mumbai,Apartment,semi luxury
1012.0,Under Construction,medium level,Resale,Furnished,Unknown,3.0,6.0,3.0,3,Chembur Mumbai,Apartment,semi luxury
1050.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,3.0,5.25,3,Vile Parle West Mumbai,Apartment,semi luxury
1381.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,3.0,3.0,6.5,3,Parel Mumbai,Apartment,semi luxury
800.0,Ready to Move,high level,Resale,Unfurnished,Unknown,4.0,2.0,1.25,3,Mumbai,Apartment,semi luxury
1350.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,2.0,6.87,3,Sion East Mumbai,Apartment,semi luxury
1220.0,Ready to Move,low level,Resale,Unfurnished,Unknown,3.0,1.0,6.0,3,Matunga East Mumbai,Apartment,semi luxury
1192.0,Ready to Move,high level,New Property,Furnished,1 Open,3.0,3.0,5.83,3,Byculla West Mumbai,Apartment,semi luxury
1337.0,Ready to Move,high level,Resale,Furnished,Unknown,3.0,5.0,3.12,3,Chembur East Mumbai,Apartment,semi luxury
1050.0,Ready to Move,medium level,Resale,Furnished,2 Covered,3.0,6.0,2.8,3,Kandivali East Mumbai,Apartment,semi luxury
859.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,5.0,2.35,3,Mulund West Mumbai,Apartment,luxury
1132.0,Ready to Move,high level,Resale,Unfurnished,2 Covered,3.0,1.0,4.5,3,Kandivali East Mumbai,Apartment,semi luxury
1800.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,4.0,4.0,8.6,3,Mumbai,Apartment,semi luxury
1000.0,Ready to Move,low level,Resale,Furnished,1 Open,3.0,3.0,3.75,3,Ghatkopar East Mumbai,House,semi luxury
1525.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,3.0,1.0,2.7,3,Mumbai,Apartment,semi luxury
1200.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,3.0,4.0,6.35,3,Khar West Mumbai,Apartment,non luxury
1200.0,Ready to Move,high level,Resale,Furnished,2 Covered,3.0,6.0,3.75,3,Goregaon West Mumbai,Apartment,semi luxury
1110.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,1.0,6.0,3,Mumbai,Apartment,semi luxury
1600.0,Ready to Move,high level,Resale,Unfurnished,Unknown,4.0,6.0,6.75,3,Dadar West Mumbai,Apartment,semi luxury
1300.0,Ready to Move,low level,Resale,Furnished,1 Covered,3.0,3.0,4.95,3,Mumbai,Apartment,semi luxury
1150.0,Ready to Move,low level,Resale,Furnished,2 Open,3.0,5.0,2.9,3,Powai Mumbai,Apartment,semi luxury
1550.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,4.0,2.0,8.5,3,Mumbai,Apartment,semi luxury
1262.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,3.0,1.0,6.15,3,Andheri West Mumbai,Apartment,luxury
830.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,1.8,3,Andheri East Mumbai,Apartment,semi luxury
805.0,Under Construction,medium level,New Property,Semi-Furnished,1 Covered,3.0,6.0,1.76,3,Bhandup West Mumbai,Apartment,semi luxury
1050.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,2.0,1.0,2.75,3,Borivali East Mumbai,Apartment,semi luxury
1100.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,3.0,2.0,4.35,3,Andheri West Mumbai,Apartment,semi luxury
1000.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,3.0,1.0,3.25,3,Andheri West Mumbai,Apartment,semi luxury
1450.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,14.0,3,Bandra West Mumbai,Apartment,semi luxury
1468.0,Ready to Move,high level,Resale,Furnished,Unknown,3.0,1.0,6.85,3,Mumbai,Apartment,semi luxury
1130.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,1.0,4.7,3,Borivali East Mumbai,Apartment,semi luxury
1160.0,Ready to Move,medium level,Resale,Semi-Furnished,2 Covered,3.0,4.0,7.5,3,Bandra West Mumbai,Apartment,semi luxury
1200.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,4.0,3.0,7.75,3,Khar West Mumbai,Apartment,semi luxury
1100.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,4.0,6.0,3,Mumbai,Apartment,semi luxury
875.0,Ready to Move,low level,Resale,Furnished,Unknown,3.0,1.0,2.85,3,Mulund West Mumbai,Apartment,semi luxury
1098.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,5.0,4.75,3,Bandra East Mumbai,Apartment,semi luxury
1750.0,Under Construction,high level,New Property,Semi-Furnished,1 Covered,3.0,3.0,3.85,3,Wadala Mumbai,Apartment,semi luxury
1016.0,Ready to Move,high level,Resale,Semi-Furnished,2 Covered,3.0,3.0,2.05,3,Akurli Nagar Mumbai,Apartment,luxury
985.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,1.0,3.7,3,Goregaon West Mumbai,Apartment,semi luxury
1150.0,Ready to Move,low level,Resale,Furnished,Unknown,3.0,6.0,4.0,3,Mumbai,Apartment,semi luxury
1220.0,Ready to Move,low level,Resale,Unfurnished,Unknown,4.0,1.0,7.25,3,Malabar Hill Mumbai,Apartment,semi luxury
800.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,3.0,3.0,2.5,3,Santacruz East Mumbai,Apartment,semi luxury
1100.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,6.0,2.2,3,Ghatkopar West Mumbai,Apartment,semi luxury
1600.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,4.0,3.0,6.1,3,Bandra East Mumbai,Apartment,luxury
880.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,4.0,2.9,3,Borivali East Mumbai,Apartment,semi luxury
865.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,3.0,3.0,2.51,3,Mulund East Mumbai,Apartment,luxury
1124.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,3.0,3.0,3.0,3,Malad East Mumbai,Apartment,luxury
1100.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,4.0,5.1,3,Bandra East Mumbai,Apartment,semi luxury
850.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,3.0,5.0,1.15,3,Vasai West Mumbai,Apartment,semi luxury
1175.0,Ready to Move,medium level,New Property,Semi-Furnished,1 Covered,4.0,3.0,5.32,3,Bandra West Mumbai,Apartment,semi luxury
1150.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,2.0,1.95,3,Andheri East Mumbai,Apartment,semi luxury
915.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,3.0,3.0,2.1,3,Mulund West Mumbai,Apartment,semi luxury
1200.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,1.0,5.65,3,Santacruz West Mumbai,Apartment,semi luxury
900.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,2.0,3.35,3,Andheri East Mumbai,Apartment,semi luxury
1200.0,Ready to Move,high level,Resale,Unfurnished,Unknown,3.0,2.0,3.85,3,Ghatkopar East Mumbai,Apartment,luxury
1375.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,4.0,6.0,7.49,3,Worli Mumbai,Apartment,semi luxury
1150.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,1.0,3.15,3,Mumbai,Apartment,semi luxury
1548.0,Ready to Move,medium level,Resale,Unfurnished,2 Covered,4.0,1.0,8.6,3,Khar West Mumbai,Apartment,semi luxury
1335.0,Under Construction,high level,Resale,Unfurnished,1 Covered,3.0,6.0,10.0,3,Prabhadevi Mumbai,Apartment,semi luxury
868.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,3.0,3.0,2.9,3,Sion East Mumbai,Apartment,semi luxury
1400.0,Ready to Move,medium level,Resale,Furnished,Unknown,3.0,3.0,1.5,3,Goregaon East Mumbai,Apartment,semi luxury
1675.0,Ready to Move,high level,Resale,Furnished,2 Covered,3.0,2.0,5.9,3,Central Mumbai,Apartment,luxury
890.0,Ready to Move,low level,New Property,Unfurnished,Unknown,3.0,3.0,3.0,3,Mulund East Mumbai,Apartment,semi luxury
750.0,Under Construction,low level,Resale,Unfurnished,Unknown,2.0,2.0,0.28,3,Malad West Mumbai,House,non luxury
